Authors,Journal,Title,Year,PMCID,PMID,URL,Impact Factor
"Melton, A., Rowe, L. A., Penney, T., Krzykwa, C., Goff, K., Scheuermann, S. E., Melton, H. J., Williams, K., Golden, N., Green, K. M., Smith, B., Russell-Lodrigue, K., Dufour, J. P., Doyle-Meyers, L. A., Schiro, F., Aye, P. P., Lifson, J. D., Beddingfield, B. J., Blair, R. V., Bohm, R. P., Kolls, J. K., Rappaport, J., Hoxie, J. A. and Maness, N. J.",Viruses,"The Impact of SIV-Induced Immunodeficiency on SARS-CoV-2 Disease, Viral Dynamics, and Antiviral Immune Response in a Nonhuman Primate Model of Coinfection",2024,PMC11281476,39066335,https://www.ncbi.nlm.nih.gov/pubmed/39066335,
"Menendez, V., Solorzano, J. L., Garcia-Cosio, M., Alonso-Alonso, R., Rodriguez, M., Cereceda, L., Fernandez, S., Diaz, E., Montalban, C., Estevez, M., Piris, M. A. and Garcia, J. F.",Sci Rep,Immune and stromal transcriptional patterns that influence the outcome of classic Hodgkin lymphoma,2024,PMC10771441,38184757,https://www.ncbi.nlm.nih.gov/pubmed/38184757,
"Messe, M., Bernhard, C., Foppolo, S., Thomas, L., Marchand, P., Herold-Mende, C., Idbaih, A., Kessler, H., Etienne-Selloum, N., Ochoa, C., Tambar, U. K., Elati, M., Laquerriere, P., Entz-Werle, N., Martin, S., Reita, D. and Dontenwill, M.",Biochim Biophys Acta Mol Basis Dis,Hypoxia-driven heterogeneous expression of alpha5 integrin in glioblastoma stem cells is linked to HIF-2alpha,2024,,39154793,https://www.ncbi.nlm.nih.gov/pubmed/39154793,
"Mi, T., Soerens, A. G., Alli, S., Kang, T. G., Vasandan, A. B., Wang, Z., Vezys, V., Kimura, S., Iacobucci, I., Baylin, S. B., Jones, P. A., Hiner, C., Mueller, A., Goldstein, H., Mullighan, C. G., Zebley, C. C., Masopust, D. and Youngblood, B.",Nat Aging,Conserved epigenetic hallmarks of T cell aging during immunity and malignancy,2024,PMC11333289,38867059,https://www.ncbi.nlm.nih.gov/pubmed/38867059,
"Miao, L., Chen, B., Jing, L., Zeng, T. and Chen, Y.",Recent Pat Anticancer Drug Discov,TPD52 as a Potential Prognostic Biomarker and its Correlation with Immune Infiltrates in Uterine Corpus Endometrial Carcinoma: Bioinformatic Analysis and Experimental Verification,2024,,38305309,https://www.ncbi.nlm.nih.gov/pubmed/38305309,
"Miao, L., Wu, D., Zhao, H. and Xie, A.",Sci Rep,TIMM17A overexpression in lung adenocarcinoma and its association with prognosis,2024,PMC11024209,38632467,https://www.ncbi.nlm.nih.gov/pubmed/38632467,
"Miao, P. D., Li, Y. and Jiang, Y. D.",Clin Transl Gastroenterol,Celestial Insights: Unraveling the Role of miR-3682-3p in Hepatocellular Carcinoma,2024,PMC11042776,38334941,https://www.ncbi.nlm.nih.gov/pubmed/38334941,
"Mironova, E., Molinas, S., Pozo, V. D., Bandyopadhyay, A. M., Lai, Z., Kurmashev, D., Schneider, E. L., Santi, D. V., Chen, Y. and Kurmasheva, R. T.",Cancers (Basel),Synergistic Antitumor Activity of Talazoparib and Temozolomide in Malignant Rhabdoid Tumors,2024,PMC11171327,38893160,https://www.ncbi.nlm.nih.gov/pubmed/38893160,
"Misicka, E., Huang, Y., Loomis, S., Sadhu, N., Fisher, E., Gafson, A., Runz, H., Tsai, E., Jia, X., Herman, A., Bronson, P. G., Bhangale, T. and Briggs, F. B.",Neurol Genet,Adaptive and Innate Immunity Are Key Drivers of Age at Onset of Multiple Sclerosis,2024,PMC11139017,38817245,https://www.ncbi.nlm.nih.gov/pubmed/38817245,
"Moller, M. W., Andersen, M. S., Halle, B., Pedersen, C. B., Boldt, H. B., Tan, Q., Jurmeister, P. S., Herrgott, G. A., Castro, A. V., Petersen, J. K. and Poulsen, F. R.",Cancers (Basel),Genome-Wide DNA Methylation Profiling as a Prognostic Marker in Pituitary Adenomas-A Pilot Study,2024,PMC11201450,38927917,https://www.ncbi.nlm.nih.gov/pubmed/38927917,
"Moon, S., Lee, K. W., Park, M., Moon, J., Park, S. H., Kim, S., Hwang, J., Yoon, J. W., Jeon, S. M., Kim, J. S., Jeon, Y. J. and Kweon, D. H.",Int J Antimicrob Agents,3-Fucosyllactose-mediated modulation of immune response against virus infection,2024,,38697577,https://www.ncbi.nlm.nih.gov/pubmed/38697577,
"Morillo-Bernal, J., Pizarro-Garcia, P., Moreno-Bueno, G., Cano, A., Mazon, M. J., Eraso, P. and Portillo, F.",Cancers (Basel),HuR (ELAVL1) Stabilizes SOX9 mRNA and Promotes Migration and Invasion in Breast Cancer Cells,2024,PMC10813878,38254873,https://www.ncbi.nlm.nih.gov/pubmed/38254873,
"Mu, L. and Qiu, G.",Open Med (Wars),Identification and validation of molecular subtypes and prognostic signature for stage I and stage II gastric cancer based on neutrophil extracellular traps,2024,PMC10787308,38221932,https://www.ncbi.nlm.nih.gov/pubmed/38221932,
"Murali, A., Brokesh, A. M., Cross, L. M., Kersey, A. L., Jaiswal, M. K., Singh, I. and Gaharwar, A.",Adv Sci (Weinh),Inorganic Biomaterials Shape the Transcriptome Profile to Induce Endochondral Differentiation,2024,PMC11304299,38738803,https://www.ncbi.nlm.nih.gov/pubmed/38738803,
"Murata, Y., Nosaka, T., Akazawa, Y., Tanaka, T., Takahashi, K., Naito, T., Matsuda, H., Ohtani, M. and Nakamoto, Y.",Cancers (Basel),Serial Changes of Circulating Tumor Cells in Patients with Hepatocellular Carcinoma Treated with Atezolizumab Plus Bevacizumab,2024,PMC11240647,39001472,https://www.ncbi.nlm.nih.gov/pubmed/39001472,
"Murgas, K. A., Elkin, R., Riaz, N., Saucan, E., Deasy, J. O. and Tannenbaum, A. R.",Sci Rep,Multi-scale geometric network analysis identifies melanoma immunotherapy response gene modules,2024,PMC10937921,38480759,https://www.ncbi.nlm.nih.gov/pubmed/38480759,
"Murphy, A. R., Asif, H., Cingoz, H., Gourronc, F. A., Ankrum, J. A., Klingelhutz, A. J. and Kim, J. J.",J Clin Endocrinol Metab,The Impact of High Adiposity on Endometrial Progesterone Response and Metallothionein Regulation,2024,,38597153,https://www.ncbi.nlm.nih.gov/pubmed/38597153,
"Nagelberg, A. L., Sihota, T. S., Chuang, Y. C., Shi, R., Chow, J. L. M., English, J., MacAulay, C., Lam, S., Lam, W. L. and Lockwood, W. W.",Br J Cancer,Integrative genomics identifies SHPRH as a tumor suppressor gene in lung adenocarcinoma that regulates DNA damage response,2024,PMC11300780,38890444,https://www.ncbi.nlm.nih.gov/pubmed/38890444,
"Nam, C., Li, L. Y., Yang, Q., Ziman, B., Zhao, H., Hu, B., Collet, C., Jing, P., Lei, Q., Xu, L. Y., Li, E. M., Koeffler, H. P., Sinha, U. K. and Lin, D. C.",Proc Natl Acad Sci U S A,A druggable cascade links methionine metabolism to epigenomic reprogramming in squamous cell carcinoma,2024,PMC11214090,38900797,https://www.ncbi.nlm.nih.gov/pubmed/38900797,
"Nelson, E. D., Benesch, M. G. K., Wu, R. R., Ishikawa, T. and Takabe, K.",American Journal of Cancer Research,High<i> EIF4EBP1</i> expression reflects mTOR pathway activity and cancer cell proliferation and is a biomarker for poor breast cancer prognosis,2024,,WOS:001157353000003,<Go to ISI>://WOS:001157353000003,
"Neo, S. Y., Oliveira, M. M. S., Tong, L., Chen, Y., Chen, Z., Cismas, S., Burduli, N., Malmerfelt, A., Teo, J. K. H., Lam, K. P., Alici, E., Girnita, L., Wagner, A. K., Westerberg, L. S. and Lundqvist, A.",J Exp Clin Cancer Res,Natural killer cells drive 4-1BBL positive uveal melanoma towards EMT and metastatic disease,2024,PMC10775428,38191418,https://www.ncbi.nlm.nih.gov/pubmed/38191418,
"Ng, C. W., Tsang, Y. T. M., Gershenson, D. M. and Wong, K. K.",Br J Cancer,The prognostic value of MEK pathway-associated estrogen receptor signaling activity for female cancers,2024,PMC11130254,38582811,https://www.ncbi.nlm.nih.gov/pubmed/38582811,
"Nguyen, H., Nguyen, H., Maghsoudi, Z., Tran, B., Draghici, S. and Nguyen, T.",Curr Protoc,"RCPA: An Open-Source R Package for Data Processing, Differential Analysis, Consensus Pathway Analysis, and Visualization",2024,PMC11081534,38713133,https://www.ncbi.nlm.nih.gov/pubmed/38713133,
"Nguyen, L. L., Watson, Z. L., Ortega, R., Woodruff, E. R., Jordan, K. R., Iwanaga, R., Yamamoto, T. M., Bailey, C. A., To, F., Jeong, A. D., Guntupalli, S. R., Behbakht, K., Gibaja, V., Arnoult, N., Cocozaki, A., Chuong, E. B. and Bitler, B. G.",Molecular Cancer Therapeutics,Combining EHMT and PARP Inhibition: A Strategy to Diminish Therapy-Resistant Ovarian Cancer Tumor Growth while Stimulating Immune Activation,2024,,WOS:001305886500002,<Go to ISI>://WOS:001305886500002,
"Nicholson, J. G., Cirigliano, S., Singhania, R., Haywood, C., Shahidi Dadras, M., Yoshimura, M., Vanderbilt, D., Liechty, B. and Fine, H. A.",Acta Neuropathol Commun,Chronic hypoxia remodels the tumor microenvironment to support glioma stem cell growth,2024,PMC10964514,38528608,https://www.ncbi.nlm.nih.gov/pubmed/38528608,
"Niemeijer, M., Wiecek, W., Fu, S., Huppelschoten, S., Bouwman, P., Baze, A., Parmentier, C., Richert, L., Paules, R. S., Bois, F. Y. and van de Water, B.",Environ Health Perspect,Mapping Interindividual Variability of Toxicodynamics Using High-Throughput Transcriptomics and Primary Human Hepatocytes from Fifty Donors,2024,PMC10947137,38498338,https://www.ncbi.nlm.nih.gov/pubmed/38498338,
"Niu, X. T., Wang, X. Y., Wang, Y., Han, K., Ru, N., Xiang, J. Y. and Linghu, E. Q.",World J Gastroenterol,Transcriptome analysis suggests broad jejunal alterations in Linghu's obesity-diarrhea syndrome: A pilot study,2024,PMC11185300,38899329,https://www.ncbi.nlm.nih.gov/pubmed/38899329,
"Noch, E. K., Palma, L., Yim, I., Bullen, N., Barnett, D., Walsh, A., Bhinder, B., Benedetti, E., Krumsiek, J., Gurvitch, J., Khwaja, S., Atlas, D., Elemento, O. and Cantley, L. C.",Proc Natl Acad Sci U S A,Cysteine induces mitochondrial reductive stress in glioblastoma through hydrogen peroxide production,2024,PMC10895255,38359293,https://www.ncbi.nlm.nih.gov/pubmed/38359293,
"Noguchi, Y., Matsui, R., Suh, J., Dou, Y. and Suzuki, J.",Annu Rev Genomics Hum Genet,Genome-Wide Screening Approaches for Biochemical Reactions Independent of Cell Growth,2024,,38692586,https://www.ncbi.nlm.nih.gov/pubmed/38692586,
"Oba, T., Long, M. D., Ito, K. I. and Ito, F.",Sci Rep,Clinical and immunological relevance of SLAMF6 expression in the tumor microenvironment of breast cancer and melanoma,2024,PMC10825192,38287061,https://www.ncbi.nlm.nih.gov/pubmed/38287061,
"Oblinger, J. L., Wang, J., Wetherell, G. D., Agarwal, G., Wilson, T. A., Benson, N. R., Fenger, J. M., Fuchs, J. R., Kinghorn, A. D. and Chang, L. S.",Sci Rep,Anti-tumor effects of the eIF4A inhibitor didesmethylrocaglamide and its derivatives in human and canine osteosarcomas,2024,PMC11335891,39164287,https://www.ncbi.nlm.nih.gov/pubmed/39164287,
"Oda, T., Tsutsumi, K., Obata, T., Ueta, E., Kikuchi, T., Ako, S., Fujii, Y., Yamazaki, T., Uchida, D., Matsumoto, K., Horiguchi, S., Kato, H., Okada, H., Chijimatsu, R. and Otsuka, M.",Mol Ther Oncol,MicroRNA-34a-5p: A pivotal therapeutic target in gallbladder cancer,2024,PMC10963938,38596294,https://www.ncbi.nlm.nih.gov/pubmed/38596294,
"Oliveira, S. M., Carvalho, P. D., Serra-Roma, A., Oliveira, P., Ribeiro, A., Carvalho, J., Martins, F., Machado, A. L., Oliveira, M. J. and Velho, S.",Cancers (Basel),Fibroblasts Promote Resistance to KRAS Silencing in Colorectal Cancer Cells,2024,PMC11274566,39061234,https://www.ncbi.nlm.nih.gov/pubmed/39061234,
"Ortega-Molina, A., Lebrero-Fernandez, C., Sanz, A., Calvo-Rubio, M., Deleyto-Seldas, N., de Prado-Rivas, L., Plata-Gomez, A. B., Fernandez-Florido, E., Gonzalez-Garcia, P., Vivas-Garcia, Y., Sanchez Garcia, E., Grana-Castro, O., Price, N. L., Aroca-Crevillen, A., Caleiras, E., Monleon, D., Borras, C., Casanova-Acebes, M., de Cabo, R. and Efeyan, A.",Nat Aging,"A mild increase in nutrient signaling to mTORC1 in mice leads to parenchymal damage, myeloid inflammation and shortened lifespan",2024,PMC11333293,38849535,https://www.ncbi.nlm.nih.gov/pubmed/38849535,
"Ortiz, J. R., Lewis, S. M., Ciccone, M., Chatterjee, D., Henry, S., Siepel, A. and Dos Santos, C. O.",J Mammary Gland Biol Neoplasia,Single-Cell Transcription Mapping of Murine and Human Mammary Organoids Responses to Female Hormones,2024,PMC10827859,38289401,https://www.ncbi.nlm.nih.gov/pubmed/38289401,
"Ortiz Rojas, C. A., Pereira-Martins, D. A., Bellido More, C. C., Sternadt, D., Weinhauser, I., Hilberink, J. R., Coelho-Silva, J. L., Thome, C. H., Ferreira, G. A., Ammatuna, E., Huls, G., Valk, P. J., Schuringa, J. J. and Rego, E. M.",Br J Haematol,A 4-gene prognostic index for enhancing acute myeloid leukaemia survival prediction,2024,,38651345,https://www.ncbi.nlm.nih.gov/pubmed/38651345,
"Ospina, O. E., Soupir, A. C., Manjarres-Betancur, R., Gonzalez-Calderon, G., Yu, X. and Fridley, B. L.",Sci Rep,Differential gene expression analysis of spatial transcriptomic experiments using spatial mixed models,2024,PMC11094014,38744956,https://www.ncbi.nlm.nih.gov/pubmed/38744956,
"Padarath, K., Deroubaix, A., Naicker, P., Stoychev, S. and Kramvis, A.",Viruses,Comparative Proteomic Analysis of Huh7 Cells Transfected with Sub-Saharan African Hepatitis B Virus (Sub)genotypes Reveals Potential Oncogenic Factors,2024,PMC11281506,39066215,https://www.ncbi.nlm.nih.gov/pubmed/39066215,
"Pan, Y., Zhu, Q., Hong, T., Cheng, J. and Tang, X.",Aging (Albany NY),Targeting PRKDC activates the efficacy of antitumor immunity while sensitizing to chemotherapy and targeted therapy in liver hepatocellular carcinoma,2024,PMC11164487,38787389,https://www.ncbi.nlm.nih.gov/pubmed/38787389,
"Pan, Y. Q., Yang, K., Zhang, X., Li, Y. X., Guo, C., Chen, Z. H. and Du, Y.",Medicine (Baltimore),Construction and validation of a necroptosis-related prognostic signature in acute myeloid leukemia,2024,PMC11142778,39259061,https://www.ncbi.nlm.nih.gov/pubmed/39259061,
"Pantazi, V., Miklos, V., Smith, P., Olah-Nemeth, O., Pankotai-Bodo, G., Teja Dondapati, D., Ayaydin, F., D'Angiolella, V. and Pankotai, T.",Sci Rep,Prognostic potential of CUL3 ligase with differential roles in luminal A and basal type breast cancer tumors,2024,PMC11213933,38942922,https://www.ncbi.nlm.nih.gov/pubmed/38942922,
"Parigger, T., Drothler, S., Scherhaufl, C., Gassner, F. J., Schubert, M., Steiner, M., Hopner, J. P., Hodlmoser, A., Schultheis, L., Abu Bakar, A., Neureiter, D., Pleyer, L., Egle, A., Greil, R., Geisberger, R. and Zaborsky, N.",Acta Haematol,Oncogenic MTOR signaling axis compensates BTK inhibition in a Chronic Lymphocytic Leukemia patient with Richter Transformation: A Case Report and Review of the Literature,2024,,38402867,https://www.ncbi.nlm.nih.gov/pubmed/38402867,
"Park, C., Suh, K. J., Kim, S. H., Lee, K. H., Im, S. A., Kim, M. H., Sohn, J., Jeong, J. H., Jung, K. H., Lee, K. E., Park, Y. H., Kim, H. J., Cho, E. K., Choi, I. S., Noh, S. J., Shin, I., Cho, D. Y. and Kim, J. H.",Cancer Immunol Immunother,Genomic and transcriptomic profiles associated with response to eribulin and nivolumab combination in HER-2-negative metastatic breast cancer,2024,PMC11303363,39105849,https://www.ncbi.nlm.nih.gov/pubmed/39105849,
"Park, J., Nam, D. H., Kim, D. and Chung, Y. J.",Sci Rep,RPS24 alternative splicing is a marker of cancer progression and epithelial-mesenchymal transition,2024,PMC11162997,38853173,https://www.ncbi.nlm.nih.gov/pubmed/38853173,
"Pasello, M., Laginestra, M. A., Manara, M. C., Landuzzi, L., Ruzzi, F., Maioli, M., Pellegrini, E., De Feo, A., Lollini, P. L. and Scotlandi, K.",Journal of Cell Communication and Signaling,"CD99 contributes to the EWS::FLI1 transcriptome by specifically affecting FOXM1-targets involved in the G2/M cell cycle phase, thus influencing the Ewing sarcoma genetic landscape",2024,,WOS:001283256400001,<Go to ISI>://WOS:001283256400001,
"Peng, H., Wu, X., Cui, X., Liu, S., Liang, Y., Cai, X., Shi, M., Zhong, R., Li, C., Liu, J., Wu, D., Gao, Z., Lu, X., Luo, H., He, J. and Liang, W.",Transl Lung Cancer Res,Molecular and immune characterization of Chinese early-stage non-squamous non-small cell lung cancer: a multi-omics cohort study,2024,PMC11082711,38736486,https://www.ncbi.nlm.nih.gov/pubmed/38736486,
"Peng, X., Wu, H., Zhang, B., Xu, C. and Lang, J.",Curr Cancer Drug Targets,A Novel Nucleic Acid Sensing-related Genes Signature for Predicting Immunotherapy Efficacy and Prognosis of Lung Adenocarcinoma,2024,,37592781,https://www.ncbi.nlm.nih.gov/pubmed/37592781,
"Perez-Gonzalez, A., Ramirez-Diaz, I., Guzman-Linares, J., Sarvari, P., Sarvari, P. and Rubio, K.",Cancers (Basel),ncRNAs Orchestrate Chemosensitivity Induction by Neddylation Blockades,2024,PMC10886669,38398217,https://www.ncbi.nlm.nih.gov/pubmed/38398217,
"Perkio, A., Pradhan, B., Genc, F., Pirttikoski, A., Pikkusaari, S., Erkan, E. P., Falco, M. M., Huhtinen, K., Narva, S., Hynninen, J., Kauppi, L. and Vaharautio, A.",Sci Rep,Locus-specific LINE-1 expression in clinical ovarian cancer specimens at the single-cell level,2024,PMC10881972,38383551,https://www.ncbi.nlm.nih.gov/pubmed/38383551,
"Picca, A., Di Stefano, A. L., Savatovsky, J., Ducray, F., Chinot, O., Moyal, E. C., Augereau, P., Le Rhun, E., Schmitt, Y., Rousseaux, N., Yepnang, A. M. M., Estellat, C., Charbonneau, F., Letourneur, Q., Branger, D. F., Meyronet, D., Fardeau, C., Mokhtari, K., Bielle, F., Iavarone, A. and Sanson, M.",Neurooncol Adv,TARGET: A phase I/II open-label multicenter study to assess safety and efficacy of fexagratinib in patients with relapsed/refractory FGFR fusion-positive glioma,2024,PMC11135358,38813112,https://www.ncbi.nlm.nih.gov/pubmed/38813112,
"Podralska, M., Sajek, M. P., Bielicka, A., Zurawek, M., Ziolkowska-Suchanek, I., Izykowska, K., Kolenda, T., Kazimierska, M., Kasprzyk, M. E., Sura, W., Pietrucha, B., Cukrowska, B., Rozwadowska, N. and Dzikiewicz-Krawczyk, A.",DNA Repair (Amst),Identification of ATM-dependent long non-coding RNAs induced in response to DNA damage,2024,,38382170,https://www.ncbi.nlm.nih.gov/pubmed/38382170,
"Poudel, B. H. and Koks, S.",Exp Biol Med (Maywood),The whole transcriptome analysis using FFPE and fresh tissue samples identifies the molecular fingerprint of osteosarcoma,2024,PMC11222325,38966281,https://www.ncbi.nlm.nih.gov/pubmed/38966281,
"Powell, H., Coarfa, C., Ruiz-Echartea, E., Grimm, S. L., Najjar, O., Yu, B., Olivares, L., Scheurer, M. E., Ballantyne, C., Alsarraj, A., Salem, E. M., Thrift, A. P., El Serag, H. B. and Kaochar, S.",J Hepatocell Carcinoma,Differences in Prediagnostic Serum Metabolomic and Lipidomic Profiles Between Cirrhosis Patients with and without Incident Hepatocellular Carcinoma,2024,PMC11389719,39263690,https://www.ncbi.nlm.nih.gov/pubmed/39263690,
"Pravoverov, K., Fatima, I., Barman, S., Juhling, F., Primeaux, M., Baumert, T. F., Singh, A. B. and Dhawan, P.",Am J Physiol Gastrointest Liver Physiol,IL-22 regulates MASTL expression in intestinal epithelial cells,2024,,38771154,https://www.ncbi.nlm.nih.gov/pubmed/38771154,
"Pu, C., Li, Y., Fu, Y., Yan, Y., Tao, S., Tang, S., Gai, X., Ding, Z., Gan, Z., Liu, Y., Cao, S., Wang, T., Ding, J., Xu, J., Geng, M. and Huang, M.",Adv Sci (Weinh),Low-Dose Chemotherapy Preferentially Shapes the Ileal Microbiome and Augments the Response to Immune Checkpoint Blockade by Activating AIM2 Inflammasome in Ileal Epithelial Cells,2024,PMC10953579,38189627,https://www.ncbi.nlm.nih.gov/pubmed/38189627,
"Qi, L. and Tang, Z.",Sci Rep,Prognostic model revealing pyroptosis-related signatures in oral squamous cell carcinoma based on bioinformatics analysis,2024,PMC10937718,38480853,https://www.ncbi.nlm.nih.gov/pubmed/38480853,
"Qi, M. Y. and Li, T. X.",Journal of Machine Learning Research,The Non-Overlapping Statistical Approximation to Overlapping Group Lasso,2024,,WOS:001226120100001,<Go to ISI>://WOS:001226120100001,
"Qi, Y. C., Bai, H., Hu, S. L., Li, S. J. and Li, Q. Z.",Epigenomics,Coregulatory effects of multiple histone modifications in key ferroptosis-related genes for lung adenocarcinoma,2024,PMC11160448,38511238,https://www.ncbi.nlm.nih.gov/pubmed/38511238,
"Qian, L., Zhu, Y., Deng, C., Liang, Z., Chen, J., Chen, Y., Wang, X., Liu, Y., Tian, Y. and Yang, Y.",Signal Transduct Target Ther,Peroxisome proliferator-activated receptor gamma coactivator-1 (PGC-1) family in physiological and pathophysiological process and diseases,2024,PMC10904817,38424050,https://www.ncbi.nlm.nih.gov/pubmed/38424050,
"Qiang, M. and Dai, Z.",Sci Rep,Biomarkers of UVB radiation-related senescent fibroblasts,2024,PMC10776766,38195709,https://www.ncbi.nlm.nih.gov/pubmed/38195709,
"Qiao, N., Lyu, Y., Liu, F., Zhang, Y., Ma, X., Lin, X., Wang, J., Xie, Y., Zhang, R., Qiao, J., Zhu, H., Chen, L., Fang, H., Yin, T., Chen, Z., Tian, Q. and Chen, S.",Front Med,Cross-sectional network analysis of plasma proteins/metabolites correlated with pathogenesis and therapeutic response in acute promyelocytic leukemia,2024,,38151667,https://www.ncbi.nlm.nih.gov/pubmed/38151667,
"Qiao, Y., Su, M., Zhao, H., Liu, H., Wang, C., Dai, X., Liu, L., Liu, G., Sun, H., Sun, M., Wang, J., Li, Z., Fan, J., Zhang, Q., Li, C., Situ, F., Xue, J., Jia, Z., Zhang, C., Zhang, S. and Shan, C.",J Exp Clin Cancer Res,Targeting FTO induces colorectal cancer ferroptotic cell death by decreasing SLC7A11/GPX4 expression,2024,PMC11005233,38600610,https://www.ncbi.nlm.nih.gov/pubmed/38600610,
"Qin, L., Li, S., Cao, X., Huang, T., Liu, Y. and Chen, O.",Sci Rep,Potential diagnostic biomarkers for immunogenic cell death in elderly female patients with ischemic stroke: identification and analysis,2024,PMC11196739,38914792,https://www.ncbi.nlm.nih.gov/pubmed/38914792,
"Qin, S., Sun, S., Wang, Y., Li, C., Fu, L., Wu, M., Yan, J., Li, W., Lv, J. and Chen, L.",Sci Rep,"Immune, metabolic landscapes of prognostic signatures for lung adenocarcinoma based on a novel deep learning framework",2024,PMC10767103,38177198,https://www.ncbi.nlm.nih.gov/pubmed/38177198,
"Qin, W., Fei, G., Zhou, Q., Li, Z., Li, W. and Wei, P.",Funct Integr Genomics,Nuclear protein NOP2 serves as a poor-prognosis predictor of LUAD and aggravates the malignancy of lung adenocarcinoma cells,2024,,38489049,https://www.ncbi.nlm.nih.gov/pubmed/38489049,
"Qin, Y., Li, Z., Liu, T., Ma, J., Liu, H., Zhou, Y., Wang, S., Zhang, L., Peng, Q., Ye, P., Duan, N., Wang, W. and Wang, X.",J Cancer Res Clin Oncol,Prevotella intermedia boosts OSCC progression through ISG15 upregulation: a new target for intervention,2024,PMC11033248,38644421,https://www.ncbi.nlm.nih.gov/pubmed/38644421,
"Qiu, X., Dong, L., Wang, K., Zhong, X., Xu, H., Xu, S., Guo, H., Wei, X., Chen, W. and Xu, X.",J Hepatocell Carcinoma,Development and Validation of a Novel Nomogram Integrated with Hypoxic and Lactate Metabolic Characteristics for Prognosis Prediction in Hepatocellular Carcinoma,2024,PMC10850990,38333220,https://www.ncbi.nlm.nih.gov/pubmed/38333220,
"Rahman, R., Rahaman, M. H., Hanson, A. R., Choo, N., Xie, J., Townley, S. L., Shrestha, R., Hassankhani, R., Islam, S., Ramm, S., Simpson, K. J., Risbridger, G. P., Best, G., Centenera, M. M., Balk, S. P., Kichenadasse, G., Taylor, R. A., Butler, L. M., Tilley, W. D., Conn, S. J., Lawrence, M. G., Wang, S. and Selth, L. A.",Br J Cancer,CDK9 inhibition inhibits multiple oncogenic transcriptional and epigenetic pathways in prostate cancer,2024,PMC11405875,39117800,https://www.ncbi.nlm.nih.gov/pubmed/39117800,
"Ravichandran, A., Monkman, J., Mehdi, A. M., Blick, T., Snell, C., Kulasinghe, A. and Bray, L. J.",Biochim Biophys Acta Mol Basis Dis,The in situ transcriptomic landscape of breast tumour-associated and normal adjacent endothelial cells,2024,,38061601,https://www.ncbi.nlm.nih.gov/pubmed/38061601,
"Reike, M. J., de Jong, J. J., Bismar, T. A., Boorjian, S. A., Mian, O. Y., Wright, J. L., Dall'Era, M. A., Kaimakliotis, H. Z., Lotan, Y., Boormans, J. L., Black, P. C. and Gibb, E. A.",Urol Oncol,Alignment of molecular subtypes across multiple bladder cancer subtyping classifiers,2024,,38480079,https://www.ncbi.nlm.nih.gov/pubmed/38480079,
"Ren, C., Wang, Q., Xu, Z., Pan, Y., Wang, S. and Liu, X.",J Cancer Res Clin Oncol,Upregulation of CCNB2 and a novel lncRNAs-related risk model predict prognosis in clear cell renal cell carcinoma,2024,PMC10834599,38300330,https://www.ncbi.nlm.nih.gov/pubmed/38300330,
"Ren, L. K., Lu, R. S., Fei, X. B., Chen, S. J., Liu, P., Zhu, C. H., Wang, X. and Pan, Y. Z.",J Cancer Res Clin Oncol,Unveiling the role of PYGB in pancreatic cancer: a novel diagnostic biomarker and gene therapy target,2024,PMC10940407,38483604,https://www.ncbi.nlm.nih.gov/pubmed/38483604,
"Ren, Q. S., Sun, Q., Cheng, S. Q., Du, L. M. and Guo, P. X.",World J Gastrointest Oncol,Hepatocellular carcinoma: An analysis of the expression status of stress granules and their prognostic value,2024,PMC11236250,38994142,https://www.ncbi.nlm.nih.gov/pubmed/38994142,
"Ribeiro, J. M., Mendes, J., Gante, I., Figueiredo-Dias, M., Almeida, V., Gomes, A., Regateiro, F. J., Regateiro, F. S., Caramelo, F. and Silva, H. C.",Cancers (Basel),Two Different Immune Profiles Are Identified in Sentinel Lymph Nodes of Early-Stage Breast Cancer,2024,PMC11352239,39199652,https://www.ncbi.nlm.nih.gov/pubmed/39199652,
"Richman, J., Schuster, G., Buus, R., Lopez-Knowles, E. and Dowsett, M.",Breast Cancer Res Treat,Clinical and molecular predictors of very late recurrence in oestrogen receptor-positive breast cancer patients,2024,PMC11182842,38709373,https://www.ncbi.nlm.nih.gov/pubmed/38709373,
"Rogers, Z. J., Colombani, T., Khan, S., Bhatt, K., Nukovic, A., Zhou, G., Woolston, B. M., Taylor, C. T., Gilkes, D. M., Slavov, N. and Bencherif, S. A.",Adv Sci (Weinh),Controlling Pericellular Oxygen Tension in Cell Culture Reveals Distinct Breast Cancer Responses to Low Oxygen Tensions,2024,PMC11321643,38874400,https://www.ncbi.nlm.nih.gov/pubmed/38874400,
"Rogers, Z. J., Colombani, T., Khan, S., Bhatt, K., Nukovic, A., Zhou, G., Woolston, B. M., Taylor, C. T., Gilkes, D. M., Slavov, N. and Bencherif, S. A.",Adv Sci (Weinh),Controlling Pericellular Oxygen Tension in Cell Culture Reveals Distinct Breast Cancer Responses to Low Oxygen Tensions,2024,PMC11321643,38874400,https://www.ncbi.nlm.nih.gov/pubmed/38874400,
